monarchrunid,uniqueid,order,date,release,spatialconfig,timecdt,duration,durationsec,behaviorclassification,surface,locatione,locationn,landcoverclassification,turnangle,steplength,bearing,turnwithin
19184a,542,13,8/6/2019,grass,mixed,12:43:58,0:00:01,1,fly,air,525320.1593,4751758.842,crop,-51.71098841,16.05354309,235.2954563,
19184a,543,14,8/6/2019,grass,mixed,12:45:44,0:00:01,1,fly,air,525306.9617,4751749.702,rich,-52.40133605,159.2320936,182.8941202,
19184a,544,15,8/6/2019,grass,mixed,12:47:12,0:00:01,1,fly,air,525298.922,4751590.673,crop,,,,
19185a,545,1,8/7/2019,grass,mixed,8:26:00,0:07:28,448,release,grass,525786.7482,4751924.24,poor,,0.257181337,86.87948749,
19185a,546,2,8/7/2019,grass,mixed,8:33:30,0:01:17,77,rest,grass,525787.005,4751924.254,poor,163.462506,3.225277707,250.3419935,TRUE
19185a,547,3,8/7/2019,grass,mixed,8:35:02,0:02:31,151,rest,grass,525783.9677,4751923.169,poor,-80.98006257,0.802797758,169.361931,TRUE
19185a,548,4,8/7/2019,grass,mixed,8:37:35,0:30:00,1800,rest,grass,525784.1159,4751922.38,poor,,,,
19186a,549,1,8/7/2019,grass,mixed,9:19:00,0:02:38,158,release,grass,525786.7317,4751923.688,poor,,17.91340061,130.9947103,
19186a,550,2,8/7/2019,grass,mixed,9:21:50,0:00:52,52,feed,common milkweed,525800.2522,4751911.937,poor,-8.737171049,1.746215018,122.2575392,TRUE
19186a,551,3,8/7/2019,grass,mixed,9:22:46,0:00:12,12,feed,common milkweed,525801.7289,4751911.005,poor,-22.92417574,19.23190257,99.33336348,
19186a,552,4,8/7/2019,grass,mixed,9:23:00,0:05,300,feed,wild bergamot,525820.7062,4751907.886,rich,89.3094391,1.593090506,188.6428026,
19186a,553,5,8/7/2019,grass,mixed,9:28:10,0:00:19,19,feed,wild bergamot,525820.4668,4751906.311,rich,-11.71858612,1.582279372,176.9242165,TRUE
19186a,554,6,8/7/2019,grass,mixed,9:28:31,0:00:31,31,feed,wild bergamot,525820.5517,4751904.731,rich,-37.85053552,9.068858628,139.0736809,TRUE
19186a,555,7,8/7/2019,grass,mixed,9:29:04,0:04:20,260,feed,wild bergamot,525826.4926,4751897.879,rich,49.71066779,1.083711792,188.7843487,TRUE
19186a,556,8,8/7/2019,grass,mixed,9:33:26,0:02:21,141,feed,wild bergamot,525826.3271,4751896.808,rich,-20.1698892,0.966010089,168.6144595,TRUE
19186a,557,9,8/7/2019,grass,mixed,9:35:49,0:00:10,10,feed,wild bergamot,525826.5178,4751895.861,rich,-169.3299098,2.018157338,359.2845498,TRUE
19186a,558,10,8/7/2019,grass,mixed,9:36:01,0:00:17,17,feed,wild bergamot,525826.4926,4751897.879,rich,-0.38043178,0.643117633,358.904118,TRUE
19186a,559,11,8/7/2019,grass,mixed,9:36:20,0:00:19,19,feed,wild bergamot,525826.4803,4751898.522,rich,33.83790257,5.573558491,32.74202054,TRUE
19186a,560,12,8/7/2019,grass,mixed,9:36:41,0:00:09,9,feed,wild bergamot,525829.4948,4751903.21,rich,176.6444024,6.118232248,209.3864229,TRUE
19186a,561,13,8/7/2019,grass,mixed,9:37:15,0:04:21,261,feed,wild bergamot,525826.4926,4751897.879,rich,-97.57613038,1.197734945,111.8102925,TRUE
19186a,562,14,8/7/2019,grass,mixed,9:41:38,0:00:06,6,feed,wild bergamot,525827.6046,4751897.434,rich,3.141592654,1.197734945,291.8102925,TRUE
19186a,563,15,8/7/2019,grass,mixed,9:41:46,0:02:21,141,feed,wild bergamot,525826.4926,4751897.879,rich,-112.5257428,2.018157338,179.2845498,TRUE
19186a,564,16,8/7/2019,grass,mixed,9:44:09,0:00:04,4,feed,wild bergamot,525826.5178,4751895.861,rich,137.8120794,3.407495281,317.0966291,TRUE
19186a,565,17,8/7/2019,grass,mixed,9:44:15,0:00:13,13,feed,wild bergamot,525824.1981,4751898.357,rich,-146.2320075,4.0392338,170.8646216,TRUE
19186a,566,18,8/7/2019,grass,mixed,9:44:30,0:00:08,8,feed,wild bergamot,525824.8394,4751894.369,rich,104.642042,3.824449665,275.5066637,TRUE
19186a,567,19,8/7/2019,grass,mixed,9:44:40,0:00:45,45,rest,senesed wild bergamot,525821.0326,4751894.736,rich,170.4145428,33.26385143,85.92120648,TRUE
19186a,568,20,8/7/2019,grass,mixed,9:46:00,0:00:01,1,fly,air,525854.2122,4751897.102,rich,-7.619489654,17.05975,78.30171682,TRUE
19186a,569,21,8/7/2019,grass,mixed,9:48:28,0:02:04,124,feed,common milkweed,525870.9176,4751900.561,rich,-81.4770505,16.25695926,356.8246663,TRUE
19186a,570,22,8/7/2019,grass,mixed,9:51:01,0:00:19,19,feed,common milkweed,525870.0171,4751916.793,rich,111.4479719,0.245583468,108.2726382,TRUE
19186a,571,23,8/7/2019,grass,mixed,9:51:22,0:10:02,602,rest,senesed wild bergamot,525870.2503,4751916.716,rich,-161.055823,13.8732543,307.2168152,TRUE
19186a,572,24,8/7/2019,grass,mixed,10:01:55,0:00:03,3,rest,vegetative wild bergamot,525859.2023,4751925.107,rich,55.23902896,16.24291846,2.455844118,TRUE
19186a,573,25,8/7/2019,grass,mixed,10:02:00,0:00:13,13,feed,common milkweed,525859.8983,4751941.335,rich,17.23826607,3.941560845,19.69411018,TRUE
19186a,574,26,8/7/2019,grass,mixed,10:02:15,0:00:13,13,feed,wild bergamot,525861.2266,4751945.046,rich,-64.27514801,7.233330066,315.4189622,TRUE
19186a,575,27,8/7/2019,grass,mixed,10:02:30,0:16:30,990,rest,senesed wild bergamot,525856.1494,4751950.198,rich,,,,
19187a,576,1,8/7/2019,grass,mixed,10:50:00,0:01:00,60,release,grass,525786.5995,4751924.04,poor,,3.508437578,75.50746598,
19187a,577,2,8/7/2019,grass,mixed,10:51:15,0:02:00,120,rest,grass,525789.9963,4751924.918,poor,137.0916389,2.923578117,212.5991049,TRUE
19187a,578,3,8/7/2019,grass,mixed,10:53:20,0:00:32,32,rest,grass,525788.4212,4751922.455,poor,48.11865657,2.275293223,260.7177615,TRUE
19187a,579,4,8/7/2019,grass,mixed,10:53:57,0:04:04,244,rest,grass,525786.1757,4751922.088,poor,7.024515356,2.792267539,267.7422768,TRUE
19187a,580,5,8/7/2019,grass,mixed,10:58:05,0:02:49,169,rest,grass,525783.3856,4751921.978,poor,1.690015138,2.825938718,269.432292,TRUE
19187a,581,6,8/7/2019,grass,mixed,11:00:57,0:01:23,83,rest,grass,525780.5598,4751921.95,poor,-94.85917837,50.17791275,174.5731136,TRUE
19187a,582,7,8/7/2019,grass,mixed,11:02:57,0:05:24,324,feed,common milkweed,525785.3054,4751871.997,poor,106.5089979,1.139345694,281.0821116,TRUE
19187a,583,8,8/7/2019,grass,mixed,11:08:23,0:00:32,32,feed,common milkweed,525784.1873,4751872.216,poor,-43.26739367,1.924308437,237.8147179,TRUE
19187a,584,9,8/7/2019,grass,mixed,11:08:57,0:00:32,32,feed,common milkweed,525782.5587,4751871.191,poor,-91.73849384,0.645953752,146.076224,TRUE
19187a,585,10,8/7/2019,grass,mixed,11:09:31,0:00:32,32,feed,common milkweed,525782.9192,4751870.655,poor,61.69829811,1.402595437,207.7745221,TRUE
19187a,586,11,8/7/2019,grass,mixed,11:10:10,0:00:09,9,feed,common milkweed,525782.2656,4751869.414,poor,43.47069946,0.317244638,251.2452216,TRUE
19187a,587,12,8/7/2019,grass,mixed,11:10:21,0:01:36,96,rest,grass,525781.9652,4751869.312,poor,39.01293386,1.776170231,290.2581555,TRUE
19187a,588,13,8/7/2019,grass,mixed,11:11:59,0:00:11,11,feed,common milkweed,525780.2989,4751869.927,poor,53.23468777,3.056996395,343.4928432,TRUE
19187a,589,14,8/7/2019,grass,mixed,11:12:17,0:05:21,321,rest,grass,525779.4303,4751872.858,poor,-129.6832039,3.442088623,213.8096394,TRUE
19187a,590,15,8/7/2019,grass,mixed,11:17:41,0:00:59,59,feed,common milkweed,525777.515,4751869.998,poor,-50.23748749,3.781368186,163.5721519,TRUE
19187a,591,16,8/7/2019,grass,mixed,11:18:48,0:00:38,38,oviposit,common milkweed,525778.5844,4751866.371,poor,-12.7173018,3.491000006,150.8548501,TRUE
19187a,592,17,8/7/2019,grass,mixed,11:19:28,0:00:15,15,feed,common milkweed,525780.2846,4751863.322,poor,27.24158999,2.730506819,178.0964401,TRUE
19187a,593,18,8/7/2019,grass,mixed,11:19:45,0:00:13,13,feed,common milkweed,525780.3753,4751860.593,poor,87.61860412,3.198741165,265.7150442,TRUE
19187a,594,19,8/7/2019,grass,mixed,11:20:00,0:00:22,22,feed,common milkweed,525777.1855,4751860.354,poor,-64.23914923,15.70539955,201.475895,TRUE
19187a,595,20,8/7/2019,grass,mixed,11:20:28,0:00:37,37,feed,common milkweed,525771.4356,4751845.739,poor,25.87434621,17.96565438,227.3502412,
19187a,596,21,8/7/2019,grass,mixed,11:21:29,0:00:11,11,feed,common milkweed,525758.2217,4751833.567,rich,-10.9409028,9.201077257,216.4093384,
19187a,597,22,8/7/2019,grass,mixed,11:21:49,0:00:38,38,feed,common milkweed,525752.7604,4751826.162,rich,11.38802667,4.339381897,227.797365,TRUE
19187a,598,23,8/7/2019,grass,mixed,11:22:29,0:00:39,39,feed,common milkweed,525749.5459,4751823.247,rich,-26.37149068,5.000585755,201.4258744,TRUE
19187a,599,24,8/7/2019,grass,mixed,11:23:16,0:08:35,515,feed,wild bergamot,525747.7192,4751818.592,rich,8.127234797,10.55410026,209.5531091,TRUE
19187a,600,25,8/7/2019,grass,mixed,11:32:09,0:00:11,11,feed,common milkweed,525742.5136,4751809.411,rich,-120.9122614,2.656047268,88.64084773,TRUE
19187a,601,26,8/7/2019,grass,mixed,11:32:35,0:00:50,50,rest,greyheaded coneflower,525745.1689,4751809.474,rich,150.7395232,2.75260194,239.380371,TRUE
19187a,602,27,8/7/2019,grass,mixed,11:33:35,0:00:51,51,rest,senesed foxglove,525742.8001,4751808.072,rich,-80.58766345,44.61009527,158.7927075,TRUE
19187a,603,28,8/7/2019,grass,mixed,11:34:59,0:01:09,69,rest,senesed greyheaded coneflower,525758.9375,4751766.483,rich,10.86211494,16.49311627,169.6548225,TRUE
19187a,604,29,8/7/2019,grass,mixed,11:37:11,0:10:19,619,rest,greyheaded coneflower,525761.8993,4751750.258,rich,-12.42504336,80.89781701,157.2297791,
19187a,605,30,8/7/2019,grass,mixed,11:48:15,0:00:01,1,rest,grass,525793.2097,4751675.665,poor,,,,
19188a,606,1,8/7/2019,grass,mixed,12:24:00,0:00:47,47,release,grass,525786.8238,4751924.089,poor,,16.8015763,82.51735496,
19188a,607,2,8/7/2019,grass,mixed,12:24:58,0:30:00,1800,rest,grass,525803.4823,4751926.277,poor,-52.07434982,91.89410942,30.44300514,TRUE
19188a,608,3,8/7/2019,grass,mixed,12:55:00,0:00:01,1,rest,grass,525850.0433,4752005.502,poor,,,,
19189a,609,1,8/7/2019,grass,mixed,13:16:00,0:19:52,1192,release,grass,525786.9942,4751924.23,poor,,3.898963694,94.5455621,
19189a,610,2,8/7/2019,grass,mixed,13:36:11,0:00:19,19,rest,grass,525790.8809,4751923.921,poor,-148.6043106,3.639117982,305.9412515,TRUE
19189a,611,3,8/7/2019,grass,mixed,13:36:39,0:01:21,81,rest,grass,525787.9346,4751926.057,poor,-64.20006239,1.77630351,241.7411891,TRUE
19189a,612,4,8/7/2019,grass,mixed,13:38:10,0:00:21,21,rest,grass,525786.37,4751925.216,poor,-3.855031864,3.135797347,237.8861572,TRUE
19189a,613,5,8/7/2019,grass,mixed,13:38:47,0:02:36,156,rest,grass,525783.714,4751923.549,poor,-42.44346596,1.122526262,195.4426912,TRUE
19189a,614,6,8/7/2019,grass,mixed,13:41:25,0:02:13,133,rest,grass,525783.4151,4751922.467,poor,69.51817183,2.481892683,264.9608631,TRUE
19189a,615,7,8/7/2019,grass,mixed,13:43:48,0:01:17,77,rest,grass,525780.9428,4751922.249,poor,39.21203154,2.001096539,304.1728946,TRUE
19189a,616,8,8/7/2019,grass,mixed,13:45:07,0:02:16,136,rest,grass,525779.2872,4751923.373,poor,141.1591456,39.99696788,85.33204022,TRUE
19189a,617,9,8/7/2019,grass,mixed,13:47:25,0:00:01,1,fly,air,525819.1515,4751926.628,poor,8.349611382,40.92646269,93.6816516,
19189a,618,10,8/7/2019,grass,mixed,13:50:00,0:26:00,1560,rest,senesed wild bergamot,525859.9935,4751924,rich,,,,
19191a,619,1,8/8/2019,corn,mixed,8:54:00,0:09:00,540,release,corn,525545.561,4751783.3,crop,,7.312062978,226.5571394,
19191a,620,2,8/8/2019,corn,mixed,9:03:15,0:14:43,883,rest,grass,525540.252,4751778.272,rich,18.41075968,2.958929705,244.9678991,
19191a,621,3,8/8/2019,corn,mixed,9:18:00,0:11:00,660,rest,grass,525537.571,4751777.02,rich,-121.6453294,2.291791003,123.3225697,TRUE
19191a,622,4,8/8/2019,corn,mixed,9:29:08,0:00:09,9,rest,vegetative plant,525539.486,4751775.761,rich,76.08552271,3.183924151,199.4080924,TRUE
19191a,623,5,8/8/2019,corn,mixed,9:29:28,0:05:17,317,rest,common milkwwed,525538.428,4751772.758,rich,38.93775378,15.77009677,238.3458462,TRUE
19191a,624,6,8/8/2019,corn,mixed,9:35:15,0:00:05,5,rest,common milkweed,525525.004,4751764.482,rich,72.52724324,4.893138461,310.8730894,TRUE
19191a,625,7,8/8/2019,corn,mixed,9:35:25,0:11:20,680,rest,common milkweed,525521.304,4751767.684,rich,32.9023906,3.468120673,343.77548,TRUE
19191a,626,8,8/8/2019,corn,mixed,9:46:50,0:00:30,30,feed,wild bergamot,525520.335,4751771.014,rich,35.96506036,3.733405549,19.74054037,TRUE
19191a,627,9,8/8/2019,corn,mixed,9:47:25,0:00:13,13,rest,brown eyed susan,525521.596,4751774.528,rich,-56.80294727,1.428608064,322.9375931,TRUE
19191a,628,10,8/8/2019,corn,mixed,9:47:40,0:00:18,18,rest,brown eyed susan,525520.735,4751775.668,rich,-2.596471651,1.200221647,320.3411215,TRUE
19191a,629,11,8/8/2019,corn,mixed,9:48:00,0:01:50,110,feed,wild bergamot,525519.969,4751776.592,rich,-17.65129432,1.668237693,302.6898271,TRUE
19191a,630,12,8/8/2019,corn,mixed,9:49:52,0:04:08,248,rest,common milkweed,525518.565,4751777.493,rich,,,,
19192a,631,1,8/8/2019,corn,mixed,10:15:00,0:08:31,511,release,corn,525545.117,4751783.415,crop,,0.694057634,304.7891323,
19192a,632,2,8/8/2019,corn,mixed,10:23:33,0:02:18,138,rest,corn,525544.547,4751783.811,crop,-36.13168325,24.49872527,268.657449,
19192a,633,3,8/8/2019,corn,mixed,10:26:02,0:29:20,1760,rest,vegetative goldenrob,525520.055,4751783.237,rich,34.72686522,46.57864454,303.3843143,
19192a,634,4,8/8/2019,corn,mixed,10:55:27,0:03:33,213,rest,tree,525481.1619,4751808.867,poor,94.25639554,8.346215275,37.6407098,
19192a,635,5,8/8/2019,corn,mixed,10:59:50,0:03:05,185,rest,grass,525486.259,4751815.476,poor,-70.51054671,5.11485992,327.1301631,TRUE
19192a,636,6,8/8/2019,corn,mixed,11:03:10,0:02:00,120,rest,vegetative plant,525483.483,4751819.772,poor,102.6209742,58.35334116,69.75113731,
19192a,637,7,8/8/2019,corn,mixed,11:05:29,0:00:01,1,fly,air,525538.23,4751839.968,crop,12.24168254,252.79762,81.99281985,
19192a,638,8,8/8/2019,corn,mixed,11:15:49,0:00:01,1,rest,grass,525788.563,4751875.182,poor,,,,
19193a,639,1,8/8/2019,corn,mixed,12:07:00,0:00:54,54,release,corn,525545.509,4751783.504,crop,,0.19901005,37.44571528,
19193a,640,2,8/8/2019,corn,mixed,12:07:56,0:01:44,104,rest,bare ground,525545.63,4751783.662,crop,129.9587282,24.57953913,167.4044435,TRUE
19193a,641,3,8/8/2019,corn,mixed,12:09:50,0:00:25,25,rest,corn,525550.99,4751759.674,crop,45.78367533,29.94941288,213.1881188,
19193a,642,4,8/8/2019,corn,mixed,12:10:43,0:01:48,108,rest,grass,525534.596,4751734.61,poor,92.36980244,0.987058762,305.5579213,
19193a,643,5,8/8/2019,corn,mixed,12:12:33,0:03:13,193,rest,senesed wild parsnip,525533.793,4751735.184,poor,15.97011994,12.0038922,321.5280412,TRUE
19193a,644,6,8/8/2019,corn,mixed,12:15:55,0:00:10,10,rest,senesed wild parsnip,525526.325,4751744.582,poor,8.444256545,2.362022227,329.9722977,TRUE
19193a,645,7,8/8/2019,corn,mixed,12:16:07,0:19:21,1161,feeding,whory vervane,525525.143,4751746.627,poor,-57.62606752,33.51409524,272.3462302,TRUE
19193a,646,8,8/8/2019,corn,mixed,12:35:50,0:00:10,10,rest,queen anne's lace,525491.657,4751747.999,poor,50.16403397,39.91493568,322.5102642,TRUE
19193a,647,9,8/8/2019,corn,mixed,12:36:18,0:00:01,1,rest,grass,525467.364,4751779.67,poor,,,,
19194a,648,1,8/8/2019,corn,mixed,13:31:00,0:01:00,60,release,corn,525545.331,4751783.427,crop,,48.70569909,134.535841,
19194a,649,2,8/8/2019,corn,mixed,13:32:38,0:00:06,6,feed,wild bergamot,525580.049,4751749.267,rich,20.88295252,15.06313248,155.4187935,
19194a,650,3,8/8/2019,corn,mixed,13:33:10,0:00:05,5,feed,wild bergamot,525586.315,4751735.569,rich,38.32305531,28.36903893,193.7418488,TRUE
19194a,651,4,8/8/2019,corn,mixed,13:33:45,0:00:01,1,fly,air,525579.576,4751708.012,rich,,,,
19197a,652,1,8/9/2019,edge,mixed,9:11:00,0:09:20,560,release,corn,525684.051,4751908.701,crop,,33.59971815,161.883208,
19197a,653,2,8/9/2019,edge,mixed,9:20:47,0:01:57,117,feed,greyheaded coneflower,525694.499,4751876.767,rich,-16.39479727,3.849460352,145.4884107,
19197a,654,3,8/9/2019,edge,mixed,9:22:46,0:00:26,26,feed,wild bergamot,525696.68,4751873.595,rich,27.06058253,34.03034848,172.5489933,TRUE
19197a,655,4,8/9/2019,edge,mixed,9:23:26,0:30:00,1800,feed,wild bergamot,525701.093,4751839.852,rich,,,,
19198a,656,1,8/9/2019,edge,mixed,10:11:00,0:31:05,1865,release,grass,525683.888,4751909.222,rich,,29.40581388,10.50439144,
19198a,657,2,8/9/2019,edge,mixed,10:42:12,0:00:48,48,rest,grass,525689.249,4751938.135,rich,52.62262889,99.8552937,63.12702033,TRUE
19198a,658,3,8/9/2019,edge,mixed,10:43:40,0:00:42,42,feed,greyheaded coneflower,525778.321,4751983.271,rich,128.8973351,570.8560775,192.0243555,
19198a,659,4,8/9/2019,edge,mixed,10:56:37,0:00:01,1,fly,air,525659.396,4751424.94,poor,8.814624907,148.7506951,200.8389804,
19198a,660,5,8/9/2019,edge,mixed,11:00:55,0:00:01,1,fly,air,525606.479,4751285.92,exit,-29.45863314,735.5955284,171.3803472,
19198a,661,6,8/9/2019,edge,mixed,11:02:04,0:00:01,1,fly,air,525716.726,4750558.633,exit,-25.91296102,509.5583175,145.4673862,TRUE
19198a,662,7,8/9/2019,edge,mixed,11:07:05,0:00:01,1,fly,air,526005.582,4750138.857,exit,11.5518832,63.64403156,157.0192694,TRUE
19198a,663,8,8/9/2019,edge,mixed,11:12:06,0:28:54,1734,rest,tree,526030.43,4750080.264,exit,,,,
19200a,664,1,8/9/2019,edge,mixed,13:02:00,0:04:00,240,release,grass,525684.204,4751909.172,rich,,5.808524082,187.8566828,
19200a,665,2,8/9/2019,edge,mixed,13:06:07,0:02:23,143,rest,corn,525683.41,4751903.418,crop,-10.65506393,19.66344832,177.2016189,
19200a,666,3,8/9/2019,edge,mixed,13:08:49,0:00:01,1,fly,air,525684.37,4751883.778,crop,,,,
20009a,667,1,6/24/2020,west,rich-roadside,8:39:00,0:09:56,596,release,grass,445432.667,4646764.351,poor,,5.541442772,227.3841178,
20009a,668,2,6/24/2020,west,rich-roadside,8:49:02,0:11:42,702,rest,corn,445428.589,4646760.599,crop,-162.9508925,20.79187978,64.43322537,
20009a,669,3,6/24/2020,west,rich-roadside,9:01:25,0:03:05,185,rest,grass,445447.345,4646769.572,poor,-31.32253362,9.627314112,33.11069175,
20009a,670,4,6/24/2020,west,rich-roadside,9:04:52,0:03:40,220,rest,vegetation,445452.604,4646777.636,rich,-19.26233592,71.15014845,13.84835583,
20009a,671,5,6/24/2020,west,rich-roadside,9:08:35,0:03:40,220,feed,butterfly milkweed,445469.634,4646846.718,rich,-123.6213736,22.18183698,250.2269822,TRUE
20009a,672,6,6/24/2020,west,rich-roadside,9:12:18,0:03:40,220,feed,white sweet clover,445448.76,4646839.214,rich,-57.16128009,13.2305187,193.0657021,
20009a,673,7,6/24/2020,west,rich-roadside,9:16:00,0:01:29,89,rest,grass,445445.769,4646826.326,poor,-20.06780732,5.95541745,172.9978948,
20009a,674,8,6/24/2020,west,rich-roadside,9:17:50,0:00:08,8,rest,grass,445446.495,4646820.415,poor,33.60067737,39.74879838,206.5985722,
20009a,675,9,6/24/2020,west,rich-roadside,9:18:00,0:00:42,42,rest,corn,445428.698,4646784.873,crop,41.44656244,9.775966141,248.0451346,
20009a,676,10,6/24/2020,west,rich-roadside,9:18:56,0:01:37,97,rest,corn,445419.631,4646781.218,crop,-23.76849679,3.304573346,224.2766378,TRUE
20009a,677,11,6/24/2020,west,rich-roadside,9:20:35,0:00:48,48,rest,corn,445417.324,4646778.852,crop,50.20586256,3.723388913,274.4825004,TRUE
20009a,678,12,6/24/2020,west,rich-roadside,9:21:25,0:01:39,99,rest,corn,445413.612,4646779.143,crop,-15.41022322,4.615695939,259.0722772,TRUE
20009a,679,13,6/24/2020,west,rich-roadside,9:23:06,0:03:56,236,rest,corn,445409.08,4646778.268,crop,-55.00113977,15.31368146,204.0711374,TRUE
20009a,680,14,6/24/2020,west,rich-roadside,9:27:04,0:00:19,19,rest,corn,445402.834,4646764.286,crop,24.16348101,9.311166898,228.2346184,TRUE
20009a,681,15,6/24/2020,west,rich-roadside,9:27:25,0:00:19,19,rest,corn,445395.889,4646758.084,crop,0.295864678,4.960575975,228.5304831,TRUE
20009a,682,16,6/24/2020,west,rich-roadside,9:27:46,0:01:14,74,rest,corn,445392.172,4646754.799,crop,,,,
20010a,683,1,6/24/2020,west,rich-roadside,11:28:00,0:10:22,622,release,grass,445432.486,4646765.323,poor,,21.27088971,118.5012525,
20010a,684,2,6/24/2020,west,rich-roadside,11:38:46,0:06:07,367,rest,sign,445451.179,4646755.173,rich,-128.0577801,1.499813988,350.4434724,
20010a,685,3,6/24/2020,west,rich-roadside,11:44:55,0:02:21,141,feed,white sweet cloer,445450.93,4646756.652,rich,71.35646127,83.40038322,61.79993365,TRUE
20010a,686,4,6/24/2020,west,rich-roadside,11:49:37,0:00:01,1,fly,air,445524.431,4646796.063,rich,,,,
20011a,687,1,6/24/2020,west,rich-roadside,10:54:00,0:04:48,288,release,grass,445432.467,4646764.987,poor,,5.364608933,313.2098535,
20011a,688,2,6/24/2020,west,rich-roadside,10:58:50,0:00:36,36,rest,corn,445428.557,4646768.66,crop,-17.93588669,4.981882576,295.2739668,
20011a,689,3,6/24/2020,west,rich-roadside,10:59:28,0:00:14,14,rest,corn,445424.052,4646770.787,crop,-21.00455286,2.243224911,274.269414,TRUE
20011a,690,4,6/24/2020,west,rich-roadside,10:59:44,0:00:22,22,rest,corn,445421.815,4646770.954,crop,-22.39198915,11.07857197,251.8774248,TRUE
20011a,691,5,6/24/2020,west,rich-roadside,11:00:08,0:00:44,44,rest,corn,445411.286,4646767.508,crop,73.26756445,10.58614514,325.1449893,TRUE
20011a,692,6,6/24/2020,west,rich-roadside,11:00:54,0:00:17,17,rest,corn,445405.236,4646776.195,crop,10.60779565,8.990087485,335.7527849,TRUE
20011a,693,7,6/24/2020,west,rich-roadside,11:01:13,0:01:17,77,rest,corn,445401.544,4646784.392,crop,-63.67400016,49.01625792,272.0787847,TRUE
20011a,694,8,6/24/2020,west,rich-roadside,11:02:32,0:00:01,1,rest,corn,445352.56,4646786.17,crop,,,,
20012a,695,1,6/25/2020,east,poor-roadside,8:09:00,0:26:00,1560,release,grass,447052.724,4646453.392,poor,,26.79845087,39.38673575,
20012a,696,2,6/25/2020,east,poor-roadside,8:35:02,0:00:51,51,rest,corn,447069.729,4646474.104,crop,99.27291092,5.793826801,138.6596467,
20012a,697,3,6/25/2020,east,poor-roadside,8:35:55,0:00:45,45,rest,corn,447073.556,4646469.754,crop,-71.86770713,72.29404026,66.79193954,TRUE
20012a,698,4,6/25/2020,east,poor-roadside,8:36:42,0:03:18,198,rest,corn,447140,4646498.243,crop,,,,
20014a,699,1,6/25/2020,east,poor-roadside,10:08:00,0:04:26,266,release,grass,447052.848,4646453.307,poor,,1.117306135,306.0801562,
20014a,700,2,6/25/2020,east,poor-roadside,10:12:28,0:01:33,93,rest,grass,447051.945,4646453.965,poor,51.32312641,2.670742407,357.4032826,TRUE
20014a,701,3,6/25/2020,east,poor-roadside,10:14:03,0:00:53,53,rest,grass,447051.824,4646456.633,poor,11.96077579,5.943196531,9.364058402,TRUE
20014a,702,4,6/25/2020,east,poor-roadside,10:14:58,0:00:58,58,rest,grass,447052.791,4646462.497,poor,19.5159921,3.443224361,28.8800505,TRUE
20014a,703,5,6/25/2020,east,poor-roadside,10:15:58,0:30:02,1802,rest,grass,447054.454,4646465.512,poor,,,,
20016a,704,1,6/25/2020,east,poor-roadside,11:04:00,0:06:08,368,release,grass,447052.556,4646453.681,poor,,24.0550636,119.2204799,
20016a,705,2,6/25/2020,east,poor-roadside,11:10:10,0:00:01,1,rest,corn,447073.55,4646441.938,crop,,,,
20022a,706,1,6/29/2020,east,poor-roadside,7:25:00,0:00:23,23,release,grass,447038.635,4646365.033,poor,,2.271651602,351.9020001,
20022a,707,2,6/29/2020,east,poor-roadside,7:25:25,0:04:33,273,rest,grass,447038.315,4646367.282,poor,158.9135054,3.170479458,150.8155056,TRUE
20022a,708,3,6/29/2020,east,poor-roadside,7:30:00,0:00:55,55,rest,grass,447039.861,4646364.514,poor,-11.77904046,1.526895544,139.0364651,TRUE
20022a,709,4,6/29/2020,east,poor-roadside,7:30:57,0:00:16,16,feed,dandilion,447040.862,4646363.361,poor,56.52475037,7.108568983,195.5612155,TRUE
20022a,710,5,6/29/2020,east,poor-roadside,7:31:15,0:02:03,123,rest,vegetation,447038.955,4646356.513,poor,-14.18673526,12.92371851,181.3744802,TRUE
20022a,711,6,6/29/2020,east,poor-roadside,7:33:20,0:02:06,126,rest,vegetation,447038.645,4646343.593,poor,-8.774997643,7.196950604,172.5994826,TRUE
20022a,712,7,6/29/2020,east,poor-roadside,7:35:28,0:00:43,43,rest,rubble,447039.572,4646336.456,poor,-1.713900531,8.718074615,170.885582,TRUE
20022a,713,8,6/29/2020,east,poor-roadside,7:36:13,0:01:03,63,feed,dandilion,447040.953,4646327.848,poor,8.691057837,2.436066502,179.5766399,TRUE
20022a,714,9,6/29/2020,east,poor-roadside,7:37:18,0:03:10,190,feed,dandilion,447040.971,4646325.412,poor,9.694839604,6.169599419,189.2714795,TRUE
20022a,715,10,6/29/2020,east,poor-roadside,7:40:30,0:00:13,13,rest,grass,447039.977,4646319.323,poor,-29.04944442,2.887320211,160.2220351,TRUE
20022a,716,11,6/29/2020,east,poor-roadside,7:40:45,0:00:37,37,feed,dandilion,447040.954,4646316.606,poor,21.50065593,44.67419126,181.722691,TRUE
20022a,717,12,6/29/2020,east,poor-roadside,7:41:24,0:00:32,32,rest,vegetation,447039.611,4646271.952,poor,-7.686591292,7.247225193,174.0360997,TRUE
20022a,718,13,6/29/2020,east,poor-roadside,7:41:58,0:00:04,4,feed,dandilion,447040.364,4646264.744,poor,4.347784493,10.9563582,178.3838842,TRUE
